名称,key1,value1,key2,value2,key3,value3,key4,value4
Buff-武器-精1旋钻机-赤轴-电属性增伤,普攻增伤,0.5,冲刺攻击增伤,0.5,,,,
Buff-武器-精2旋钻机-赤轴-电属性增伤,普攻增伤,0.575,冲刺攻击增伤,0.575,,,,
Buff-武器-精3旋钻机-赤轴-电属性增伤,普攻增伤,0.65,冲刺攻击增伤,0.65,,,,
Buff-武器-精4旋钻机-赤轴-电属性增伤,普攻增伤,0.725,冲刺攻击增伤,0.725,,,,
Buff-武器-精5旋钻机-赤轴-电属性增伤,普攻增伤,0.8,冲刺攻击增伤,0.8,,,,
Buff-武器-精1星徽引擎-攻击力提升,局内攻击力%,0.12,,,,,,
Buff-武器-精2星徽引擎-攻击力提升,局内攻击力%,0.138,,,,,,
Buff-武器-精3星徽引擎-攻击力提升,局内攻击力%,0.156,,,,,,
Buff-武器-精4星徽引擎-攻击力提升,局内攻击力%,0.174,,,,,,
Buff-武器-精5星徽引擎-攻击力提升,局内攻击力%,0.192,,,,,,
Buff-武器-精1星鎏金花信-攻击力提升,局内攻击力%,0.06,,,,,,
Buff-武器-精2星鎏金花信-攻击力提升,局内攻击力%,0.069,,,,,,
Buff-武器-精3星鎏金花信-攻击力提升,局内攻击力%,0.078,,,,,,
Buff-武器-精4星鎏金花信-攻击力提升,局内攻击力%,0.087,,,,,,
Buff-武器-精5星鎏金花信-攻击力提升,局内攻击力%,0.096,,,,,,
Buff-武器-精1星鎏金花信-强化特殊技增伤,强化特殊技增伤,0.15,,,,,,
Buff-武器-精2星鎏金花信-强化特殊技增伤,强化特殊技增伤,0.172,,,,,,
Buff-武器-精3星鎏金花信-强化特殊技增伤,强化特殊技增伤,0.195,,,,,,
Buff-武器-精4星鎏金花信-强化特殊技增伤,强化特殊技增伤,0.218,,,,,,
Buff-武器-精5星鎏金花信-强化特殊技增伤,强化特殊技增伤,0.24,,,,,,
Buff-武器-精1星强音热望-攻击力提升,局内攻击力%,0.06,,,,,,
Buff-武器-精2星强音热望-攻击力提升,局内攻击力%,0.069,,,,,,
Buff-武器-精3星强音热望-攻击力提升,局内攻击力%,0.078,,,,,,
Buff-武器-精4星强音热望-攻击力提升,局内攻击力%,0.087,,,,,,
Buff-武器-精5星强音热望-攻击力提升,局内攻击力%,0.096,,,,,,
Buff-武器-精1星强音热望-额外攻击力提升,局内攻击力%,0.06,,,,,,
Buff-武器-精2星强音热望-额外攻击力提升,局内攻击力%,0.069,,,,,,
Buff-武器-精3星强音热望-额外攻击力提升,局内攻击力%,0.078,,,,,,
Buff-武器-精4星强音热望-额外攻击力提升,局内攻击力%,0.087,,,,,,
Buff-武器-精5星强音热望-额外攻击力提升,局内攻击力%,0.096,,,,,,
Buff-角色-扳机-核心被动-失衡易伤,全时段失衡易伤增加,0.35,,,,,,
Buff-角色-扳机-额外能力-追加攻击失衡值提升,追加攻击失衡值增加,0.01,,,,,,
Buff-角色-扳机-协同攻击-触发器,,,,,,,,
Buff-角色-扳机-协战状态-触发器,,,,,,,,
Buff-角色-扳机-1画-失衡易伤提升,全时段失衡易伤增加,0.2,,,,,,
Buff-角色-扳机-1画-决意值提升触发器,,,,,,,,
Buff-角色-扳机-2画-猎眸,,,,,,,,
Buff-角色-扳机-4画-断离触发器,,,,,,,,
Buff-角色-扳机-6画-破甲凶弹触发器,,,,,,,,
Buff-角色-零号·安比-银星触发器,,,,,,,,
Buff-角色-零号·安比-核心被动-增伤,全增伤,0.25,,,,,,
Buff-角色-零号·安比-核心被动-受暴伤增加,追加攻击暴伤,0.01,,,,,,
Buff-角色-零号·安比-组队被动-暴击率提升,局内暴击率,0.1,,,,,,
Buff-角色-零号·安比-组队被动-全队对银星目标增伤,追加攻击增伤,0.25,,,,,,
Buff-角色-零号·安比-2画-暴击率提升,局内暴击率,0.12,,,,,,
Buff-角色-零号·安比-4画-无视电抗,电抗性穿透,0.12,,,,,,
Buff-武器-精1牺牲洁纯-常驻暴伤,局内暴击伤害,0.3,,,,,,
Buff-武器-精2牺牲洁纯-常驻暴伤,局内暴击伤害,0.345,,,,,,
Buff-武器-精3牺牲洁纯-常驻暴伤,局内暴击伤害,0.39,,,,,,
Buff-武器-精4牺牲洁纯-常驻暴伤,局内暴击伤害,0.435,,,,,,
Buff-武器-精5牺牲洁纯-常驻暴伤,局内暴击伤害,0.48,,,,,,
Buff-武器-精1牺牲洁纯-触发暴伤,局内暴击伤害,0.1,,,,,,
Buff-武器-精2牺牲洁纯-触发暴伤,局内暴击伤害,0.115,,,,,,
Buff-武器-精3牺牲洁纯-触发暴伤,局内暴击伤害,0.13,,,,,,
Buff-武器-精4牺牲洁纯-触发暴伤,局内暴击伤害,0.145,,,,,,
Buff-武器-精5牺牲洁纯-触发暴伤,局内暴击伤害,0.16,,,,,,
Buff-武器-精1牺牲洁纯-满层电伤,电属性伤害,0.2,,,,,,
Buff-武器-精2牺牲洁纯-满层电伤,电属性伤害,0.23,,,,,,
Buff-武器-精3牺牲洁纯-满层电伤,电属性伤害,0.26,,,,,,
Buff-武器-精4牺牲洁纯-满层电伤,电属性伤害,0.29,,,,,,
Buff-武器-精5牺牲洁纯-满层电伤,电属性伤害,0.32,,,,,,
Buff-驱动盘-如影相随-二件套,追加攻击增伤,0.15,冲刺攻击增伤,0.15,,,,
Buff-驱动盘-如影相随-四件套,局内攻击力%,0.04,局内暴击率,0.04,,,,
Buff-武器-精1索魂影眸-减防,百分比减防,0.25,,,,,,
Buff-武器-精2索魂影眸-减防,百分比减防,0.2875,,,,,,
Buff-武器-精3索魂影眸-减防,百分比减防,0.325,,,,,,
Buff-武器-精4索魂影眸-减防,百分比减防,0.3625,,,,,,
Buff-武器-精5索魂影眸-减防,百分比减防,0.4,,,,,,
Buff-武器-精1索魂影眸-魂锁,局内冲击力%,0.04,,,,,,
Buff-武器-精2索魂影眸-魂锁,局内冲击力%,0.046,,,,,,
Buff-武器-精3索魂影眸-魂锁,局内冲击力%,0.052,,,,,,
Buff-武器-精4索魂影眸-魂锁,局内冲击力%,0.058,,,,,,
Buff-武器-精5索魂影眸-魂锁,局内冲击力%,0.064,,,,,,
Buff-武器-精1索魂影眸-冲击力,局内冲击力%,0.08,,,,,,
Buff-武器-精2索魂影眸-冲击力,局内冲击力%,0.092,,,,,,
Buff-武器-精3索魂影眸-冲击力,局内冲击力%,0.104,,,,,,
Buff-武器-精4索魂影眸-冲击力,局内冲击力%,0.116,,,,,,
Buff-武器-精5索魂影眸-冲击力,局内冲击力%,0.128,,,,,,
Buff-角色-柳-架势-上弦,电属性伤害,0.1,,,,,,
Buff-角色-柳-架势-下弦,局内穿透率,0.1,,,,,,
Buff-角色-柳-森罗万象,,,,,,,,
Buff-角色-柳-核心被动-紊乱倍率提升,紊乱倍率增加,2.5,,,,,,
Buff-角色-柳-核心被动-电伤增幅,电属性伤害,0.2,,,,,,
Buff-角色-柳-额外能力-积蓄效率,普攻积蓄效率增加,0.45,,,,,,
Buff-角色-柳-极性紊乱触发器,,,,,,,,
Buff-角色-柳-1画-洞悉,,,,,,,,
Buff-角色-柳-1画-精通增幅,固定异常精通,80,,,,,,
Buff-角色-柳-2画-积蓄效率,电积蓄效率增加,0.2,,,,,,
Buff-角色-柳-4画-识破,局内穿透率,0.16,,,,,,
Buff-角色-柳-6画-特殊技伤害提升,强化特殊技增伤,0.2,,,,,,
Buff-角色-简-狂热状态触发器,,,,,,,,
Buff-角色-简-狂热-物理积蓄效率提升,物理积蓄效率增加,0.25,,,,,,
Buff-角色-简-狂热-额外精通转攻击力,固定攻击力,2,,,,,,
Buff-角色-简-核心被动-啮咬触发器,畏缩时间延长,300,,,,,,
Buff-角色-简-核心被动-啮咬-强击暴击率提升,强击暴击率增加,0.01,,,,,,
Buff-角色-简-核心被动-啮咬-强击暴击伤害提升,强击暴击伤害增加,0.5,,,,,,
Buff-角色-简-额外能力-物理异常积蓄效率提升,物理积蓄效率增加,0.2,,,,,,
Buff-角色-简-额外能力-物理异常积蓄效率额外提升,物理积蓄效率增加,0.15,,,,,,
Buff-角色-简-1画-狂热物理异常积蓄效率额外提升,物理积蓄效率增加,0.15,,,,,,
Buff-角色-简-1画-精通转增伤,全增伤,0.01,,,,,,
Buff-角色-简-2画-啮咬-强击无视防御与暴击伤害提升,强击无视防御,0.15,强击暴击伤害增加,0.5,,,,
Buff-角色-简-2画-啮咬-攻击无视防御,百分比减防,0.15,,,,,,
Buff-角色-简-4画-全队异常伤害提升,,,,,,,,
Buff-角色-简-6画-双暴提升,局内暴击率,0.2,局内暴击伤害,0.4,,,,
Buff-角色-简-6画-额外攻击触发器,,,,,,,,
Buff-角色-薇薇安-协同攻击触发器,,,,,,,,
Buff-角色-薇薇安-羽毛结算触发器,,,,,,,,
Buff-角色-薇薇安-羽毛结算触发器,,,,,,,,
Buff-角色-薇薇安-核心被动触发器,,,,,,,,
Buff-角色-薇薇安-预言触发器,,,,,,,,
Buff-角色-薇薇安-额外能力-协同攻击触发器,,,,,,,,
Buff-角色-薇薇安-额外能力-全队侵蚀伤害增加,混沌伤害增幅,0.12,,,,,,
Buff-角色-薇薇安-额外能力-侵蚀紊乱伤害提升,侵蚀紊乱伤害提升,0.12,,,,,,
Buff-角色-薇薇安-1画-全属性异常和紊乱伤害提升,属性异常增伤,0.16,混沌伤害增幅,0.16,,,,
Buff-角色-薇薇安-2画-以太积蓄效率提升,以太积蓄效率增加,0.25,,,,,,
Buff-角色-薇薇安-2画-异放全属性抗性穿透,全属性抗性穿透,0.15,,,,,,
Buff-角色-薇薇安-4画-悬落与落羽生花必暴,局内暴击率,1,,,,,,
Buff-角色-薇薇安-4画-局内攻击力增幅,局内攻击力%,0.12,,,,,,
Buff-角色-薇薇安-6画-以太伤害增加,以太属性伤害,0.4,,,,,,
Buff-驱动盘-法厄同之歌-四件套-以太伤害提高,以太属性伤害,0.25,,,,,,
Buff-驱动盘-法厄同之歌-四件套-精通增幅,固定异常精通,45,,,,,,
Buff-武器-精1飞鸟星梦-属性异常积蓄效率,全积蓄效率增加,0.4,,,,,,
Buff-武器-精2飞鸟星梦-属性异常积蓄效率,全积蓄效率增加,0.46,,,,,,
Buff-武器-精3飞鸟星梦-属性异常积蓄效率,全积蓄效率增加,0.52,,,,,,
Buff-武器-精4飞鸟星梦-属性异常积蓄效率,全积蓄效率增加,0.58,,,,,,
Buff-武器-精5飞鸟星梦-属性异常积蓄效率,全积蓄效率增加,0.64,,,,,,
Buff-武器-精1飞鸟星梦-精通增幅,固定异常精通,20,,,,,,
Buff-武器-精2飞鸟星梦-精通增幅,固定异常精通,23,,,,,,
Buff-武器-精3飞鸟星梦-精通增幅,固定异常精通,26,,,,,,
Buff-武器-精4飞鸟星梦-精通增幅,固定异常精通,29,,,,,,
Buff-武器-精5飞鸟星梦-精通增幅,固定异常精通,32,,,,,,
Buff-武器-精1时流贤者-电积蓄效率提升,电积蓄效率增加,0.3,,,,,,
Buff-武器-精2时流贤者-电积蓄效率提升,电积蓄效率增加,0.35,,,,,,
Buff-武器-精3时流贤者-电积蓄效率提升,电积蓄效率增加,0.4,,,,,,
Buff-武器-精4时流贤者-电积蓄效率提升,电积蓄效率增加,0.45,,,,,,
Buff-武器-精5时流贤者-电积蓄效率提升,电积蓄效率增加,0.5,,,,,,
Buff-武器-精1时流贤者-精通提升,固定异常精通,75,,,,,,
Buff-武器-精2时流贤者-精通提升,固定异常精通,85,,,,,,
Buff-武器-精3时流贤者-精通提升,固定异常精通,95,,,,,,
Buff-武器-精4时流贤者-精通提升,固定异常精通,105,,,,,,
Buff-武器-精5时流贤者-精通提升,固定异常精通,115,,,,,,
Buff-武器-精1时流贤者-装备者紊乱伤害提升,紊乱伤害增幅,0.25,,,,,,
Buff-武器-精2时流贤者-装备者紊乱伤害提升,紊乱伤害增幅,0.275,,,,,,
Buff-武器-精3时流贤者-装备者紊乱伤害提升,紊乱伤害增幅,0.3,,,,,,
Buff-武器-精4时流贤者-装备者紊乱伤害提升,紊乱伤害增幅,0.325,,,,,,
Buff-武器-精5时流贤者-装备者紊乱伤害提升,紊乱伤害增幅,0.35,,,,,,
Buff-武器-精1淬锋钳刺-猎意,物理属性伤害,0.12,,,,,,
Buff-武器-精2淬锋钳刺-猎意,物理属性伤害,0.15,,,,,,
Buff-武器-精3淬锋钳刺-猎意,物理属性伤害,0.18,,,,,,
Buff-武器-精4淬锋钳刺-猎意,物理属性伤害,0.21,,,,,,
Buff-武器-精5淬锋钳刺-猎意,物理属性伤害,0.24,,,,,,
Buff-武器-精1淬锋钳刺-属性异常积蓄效率提升,全积蓄效率增加,0.4,,,,,,
Buff-武器-精2淬锋钳刺-属性异常积蓄效率提升,全积蓄效率增加,0.5,,,,,,
Buff-武器-精3淬锋钳刺-属性异常积蓄效率提升,全积蓄效率增加,0.6,,,,,,
Buff-武器-精4淬锋钳刺-属性异常积蓄效率提升,全积蓄效率增加,0.7,,,,,,
Buff-武器-精5淬锋钳刺-属性异常积蓄效率提升,全积蓄效率增加,0.8,,,,,,
Buff-武器-精1玲珑妆匣-回能,,,,,,,,
Buff-武器-精2玲珑妆匣-回能,,,,,,,,
Buff-武器-精3玲珑妆匣-回能,,,,,,,,
Buff-武器-精4玲珑妆匣-回能,,,,,,,,
Buff-武器-精5玲珑妆匣-回能,,,,,,,,
Buff-武器-精1玲珑妆匣-全队增伤,全增伤,0.1,,,,,,
Buff-武器-精2玲珑妆匣-全队增伤,全增伤,0.115,,,,,,
Buff-武器-精3玲珑妆匣-全队增伤,全增伤,0.13,,,,,,
Buff-武器-精4玲珑妆匣-全队增伤,全增伤,0.145,,,,,,
Buff-武器-精5玲珑妆匣-全队增伤,全增伤,0.16,,,,,,
